2.351091074622792401e+21 -3.379708733946003980e+21 -1.239186862760854553e+21 2.691471599192693015e+21 5.550762765534793564e+21 -6.238985282229622538e+21 3.254409833471834849e+21 -1.007600208895481689e+22 2.137063751355070415e+21 5.580635828163807124e+22 -2.636369251679518851e+22 -8.447939517126781226e+22 3.580930025881249356e+22
-3.379708733946004505e+21 9.817624519319811523e+21 -1.049569759445059109e+22 4.029158704515076063e+21 -1.308579883554743884e+22 3.398625061462897328e+22 -4.695835709779890877e+22 1.073538142560695039e+22 -1.169453640978000144e+22 -7.926840276593623538e+22 8.016745889403671203e+22 9.064092245866567854e+22 -3.637689521243384971e+22
-1.239186862760855077e+21 -1.049569759445058899e+22 6.278734218052146246e+22 -7.149473955936259277e+22 -2.595732451416583176e+21 -7.703723324280392594e+22 1.922878942243765690e+23 3.686508605434261353e+22 1.922274590399082057e+23 1.642012562649127353e+23 -4.242547652598196947e+23 2.499145093821195270e+23 -2.149276384396601731e+23
2.691471599192688296e+21 4.029158704515093889e+21 -7.149473955936260955e+22 2.058148521901506723e+23 -2.643388357939079865e+23 2.135471161552876004e+23 -5.312324617036921737e+23 4.451710346886242149e+23 -7.170250387830681622e+23 -9.151941568454169566e+22 1.056238387924987460e+24 -3.674921993552441628e+23 4.505642047671478025e+23
5.550762765534806147e+21 -1.308579883554748498e+22 -2.595732451416523932e+21 -2.643388357939077851e+23 1.618976366469649569e+24 -2.635093084194157867e+24 3.041770678947300485e+24 -2.225706095114370884e+24 -8.765291029448979015e+23 4.748478331381567162e+23 -1.523711992822530365e+24 4.519940852747256359e+23 -1.237622625501725317e+23
-6.238985282229647704e+21 3.398625061462899006e+22 -7.703723324280369106e+22 2.135471161552864931e+23 -2.635093084194156256e+24 9.490355948650171780e+24 -1.114870236906320196e+25 2.911664011850259152e+24 9.741729510436458916e+24 -7.352446462665948614e+24 6.536654456051818645e+24 -3.661901370870505046e+24 -1.523748421236081123e+24
3.254409833471837471e+21 -4.695835709779889200e+22 1.922878942243762670e+23 -5.312324617036909657e+23 3.041770678947299948e+24 -1.114870236906320840e+25 3.211240430715312723e+25 -2.259113834646952271e+25 -3.388874604965836132e+25 2.723086826754052417e+25 -2.161159775380722372e+25 1.573445017460060617e+25 -1.094919506814728720e+24
-1.007600208895483996e+22 1.073538142560705315e+22 3.686508605434261353e+22 4.451710346886245505e+23 -2.225706095114375179e+24 2.911664011850279016e+24 -2.259113834646956566e+25 9.273693012148869904e+25 -3.336127950830474899e+25 -7.711894171587470211e+25 4.432319833253039100e+25 -8.728731944324023246e+24 -3.944638189229871972e+24
2.137063751355042628e+21 -1.169453640978018599e+22 1.922274590399094808e+23 -7.170250387830725914e+23 -8.765291029448866272e+23 9.741729510436424556e+24 -3.388874604965827972e+25 -3.336127950830489073e+25 3.050898435128523578e+26 -2.794465085300447466e+26 4.717995455645451541e+25 -5.695625717387645688e+24 7.849362493715673667e+24
5.580635828163809640e+22 -7.926840276593631927e+22 1.642012562649123327e+23 -9.151941568454052125e+22 4.748478331381535620e+23 -7.352446462665953982e+24 2.723086826754061436e+25 -7.711894171587446159e+25 -2.794465085300454681e+26 8.873707791907208619e+26 -3.153927363232243813e+26 -3.727909183152652745e+25 -1.690646296191205956e+25
-2.636369251679521787e+22 8.016745889403681269e+22 -4.242547652598196276e+23 1.056238387924987594e+24 -1.523711992822533049e+24 6.536654456051827235e+24 -2.161159775380725378e+25 4.432319833253035664e+25 4.717995455645461849e+25 -3.153927363232243126e+26 1.744397957605174654e+26 -2.083018887893770979e+25 1.542781021175964137e+25
-8.447939517126782904e+22 9.064092245866567854e+22 2.499145093821192921e+23 -3.674921993552433575e+23 4.519940852747249648e+23 -3.661901370870504509e+24 1.573445017460059973e+25 -8.728731944323982444e+24 -5.695625717387704744e+24 -3.727909183152659617e+25 -2.083018887893765825e+25 9.337113390891768194e+25 -2.992047174601823027e+25
3.580930025881250614e+22 -3.637689521243382455e+22 -2.149276384396602067e+23 4.505642047671478696e+23 -1.237622625501729679e+23 -1.523748421236079244e+24 -1.094919506814731001e+24 -3.944638189229882709e+24 7.849362493715703732e+24 -1.690646296191205741e+25 1.542781021175963708e+25 -2.992047174601823456e+25 3.910161772722969170e+25
