4.012313897647803466e+21 -7.092229218738230002e+21 5.304823388582017237e+21 -3.554364737238543106e+21 -1.585110783600138650e+21 1.537838431295253984e+22 -4.270387245283028867e+22 -2.043474277451224318e+22 2.048867501403023354e+23 -5.037689397297358569e+22 5.160250796831783099e+22 -2.911134784808415595e+23 2.295470942554475976e+23
-7.092229218738232099e+21 1.602140006876967023e+22 -1.775902035706416778e+22 1.531620776434300512e+22 6.241204148019850641e+21 -5.597738383645587014e+22 9.906002533986536417e+22 1.584481872491158333e+22 -4.141390540746657932e+23 9.640113279543675139e+22 -7.285348724901872560e+22 5.058412658222680223e+23 -4.619364231701004393e+23
5.304823388582010946e+21 -1.775902035706415520e+22 4.311105119439017319e+22 -6.235521198185454659e+22 4.132511861275335275e+22 2.797440477880978191e+22 -8.469479233030157920e+22 -3.249730820842304632e+23 6.659707711360746243e+23 7.508098140345764676e+21 2.996281583981852570e+22 -4.573697025584634056e+23 6.321835129744562649e+23
-3.554364737238549398e+21 1.531620776434302399e+22 -6.235521198185454659e+22 1.672111242898030199e+23 -2.911754684348816435e+23 3.945375072565126916e+23 -2.651171485907273006e+23 2.814555882070603349e+23 -8.446998310935281827e+23 2.584245078363559281e+23 -1.605341638483796390e+23 7.460040470227317141e+23 -5.100233493726189584e+23
-1.585110783600147300e+21 6.241204148019874759e+21 4.132511861275328564e+22 -2.911754684348816100e+23 1.031920752382704590e+24 -2.273997246769241363e+24 1.507962402790426766e+24 3.609163945598475724e+23 1.188987618236462709e+24 -1.560578014053869331e+24 3.068689349723627025e+23 -8.288741112921098027e+23 -6.103741259321430224e+23
1.537838431295253145e+22 -5.597738383645583658e+22 2.797440477880973158e+22 3.945375072565128258e+23 -2.273997246769241631e+24 8.051605041863295456e+24 -7.304061074219559647e+24 -1.052816887179946983e+24 1.986202128337605679e+24 1.193658200386547564e+24 2.019606397809977910e+23 -2.488330252182835729e+24 8.356611454266781454e+24
-4.270387245283020479e+22 9.906002533986522995e+22 -8.469479233030137787e+22 -2.651171485907277369e+23 1.507962402790427572e+24 -7.304061074219559647e+24 2.870701251193244517e+25 -2.218695566327707790e+25 -1.159923122040755171e+25 4.606199805330235914e+23 -7.080677114353267958e+23 1.531803876837922350e+25 -2.761005795064866377e+25
-2.043474277451232287e+22 1.584481872491164624e+22 -3.249730820842306646e+23 2.814555882070608718e+23 3.609163945598464987e+23 -1.052816887179944969e+24 -2.218695566327709508e+25 1.104282130401654275e+26 -6.507479442808824917e+25 5.251842354136294390e+23 6.657546300132511376e+23 -4.857229269323796869e+24 3.923474534633236773e+24
2.048867501403025367e+23 -4.141390540746661288e+23 6.659707711360758322e+23 -8.446998310935296590e+23 1.188987618236462843e+24 1.986202128337603532e+24 -1.159923122040755815e+25 -6.507479442808837802e+25 2.206015127164244388e+26 -1.579156340736253473e+26 3.252553414741693625e+25 -8.752794629111285081e+25 8.676725236624822143e+25
-5.037689397297432389e+22 9.640113279543794257e+22 7.508098140343536452e+21 2.584245078363571696e+23 -1.560578014053863426e+24 1.193658200386526761e+24 4.606199805330878817e+23 5.251842354138395569e+23 -1.579156340736257252e+26 3.328793621023156777e+26 -1.024334243115968840e+26 1.811900107314740565e+25 -2.921534112716879684e+25
5.160250796831814137e+22 -7.285348724901928763e+22 2.996281583981933940e+22 -1.605341638483792028e+23 3.068689349723571324e+23 2.019606397810148031e+23 -7.080677114353735036e+23 6.657546300131724860e+23 3.252553414741711664e+25 -1.024334243115968496e+26 7.132291498211048641e+25 -8.998736820477260352e+25 6.292101651561245004e+25
-2.911134784808415931e+23 5.058412658222680894e+23 -4.573697025584630029e+23 7.460040470227287613e+23 -8.288741112921006759e+23 -2.488330252182854520e+24 1.531803876837929651e+25 -4.857229269323850556e+24 -8.752794629111276491e+25 1.811900107314692676e+25 -8.998736820477241454e+25 4.419966871372636556e+26 -3.397765632182995118e+26
2.295470942554475976e+23 -4.619364231701003722e+23 6.321835129744558622e+23 -5.100233493726162070e+23 -6.103741259321510755e+23 8.356611454266799708e+24 -2.761005795064872820e+25 3.923474534633271133e+24 8.676725236624813553e+25 -2.921534112716840171e+25 6.292101651561226965e+25 -3.397765632182994431e+26 3.515584732087907500e+26
